2025-07-01 12:55:40,loose-thread,0.7000
2025-07-01 13:10:47,wrinkles,0.5471
2025-07-01 13:11:37,wrinkles,0.6469
2025-07-01 13:14:30,wrinkles,0.4131
2025-07-01 13:14:59,wrinkles,0.4196
2025-07-01 13:30:18,loose-thread,0.8808
2025-07-01 13:30:27,loose-thread,0.8808
2025-07-01 13:36:02,wrinkles,0.4282
2025-07-01 13:39:22,wrinkles,0.4960
